Course Name,Course Level,Category,Major Subject
B.Sc Information Technology,UG,UG Science,Data Structures & Algorithms
B.Sc Information Technology,UG,UG Science,Database Management Systems
B.Sc Information Technology,UG,UG Science,Java Programming
B.Sc Information Technology,UG,UG Science,Object-Oriented Programming
B.Sc Information Technology,UG,UG Science,Operating Systems
B.Sc Information Technology,UG,UG Science,Programming Fundamentals
B.Sc Information Technology,UG,UG Science,Python Programming
B.Sc Information Technology,UG,UG Science,Software Engineering
B.Sc Information Technology,UG,UG Science,Web Development
B.Sc Mathematics,UG,UG Science,Algebra
B.Sc Mathematics,UG,UG Science,Calculus
B.Sc Mathematics,UG,UG Science,Complex Analysis
B.Sc Mathematics,UG,UG Science,Differential Equations
B.Sc Mathematics,UG,UG Science,Discrete Mathematics
B.Sc Mathematics,UG,UG Science,Linear Algebra
B.Sc Mathematics,UG,UG Science,Numerical Methods
B.Sc Mathematics,UG,UG Science,Probability & Statistics
B.Sc Mathematics,UG,UG Science,Real Analysis
B.Sc Microbiology,UG,UG Science,Biochemistry
B.Sc Microbiology,UG,UG Science,Bioinformatics
B.Sc Microbiology,UG,UG Science,Bioprocess Engineering
B.Sc Microbiology,UG,UG Science,Biostatistics
B.Sc Microbiology,UG,UG Science,Cell Biology
B.Sc Microbiology,UG,UG Science,Ecology
B.Sc Microbiology,UG,UG Science,Genetics
B.Sc Microbiology,UG,UG Science,Immunology
B.Sc Microbiology,UG,UG Science,Microbiology
B.Sc Microbiology,UG,UG Science,Molecular Biology
B.Sc Nutrition,UG,UG Science,Academic Writing
B.Sc Nutrition,UG,UG Science,Communication Skills
B.Sc Nutrition,UG,UG Science,Core Subject Studies
B.Sc Nutrition,UG,UG Science,History / Theory of the Discipline
B.Sc Nutrition,UG,UG Science,Indian Constitution
B.Sc Nutrition,UG,UG Science,Indian Society & Culture
B.Sc Nutrition,UG,UG Science,Research Methodology
B.Sc Nutrition,UG,UG Science,Social Science Research
B.Sc Nutrition,UG,UG Science,Statistics / Data Analysis
B.Sc Physics,UG,UG Science,Classical Mechanics
B.Sc Physics,UG,UG Science,Electromagnetism
B.Sc Physics,UG,UG Science,Electronics
B.Sc Physics,UG,UG Science,Mathematical Physics
B.Sc Physics,UG,UG Science,Nuclear Physics
B.Sc Physics,UG,UG Science,Optics
B.Sc Physics,UG,UG Science,Quantum Mechanics
B.Sc Physics,UG,UG Science,Solid State Physics
B.Sc Physics,UG,UG Science,Thermodynamics & Statistical Physics
B.Sc Psychology,UG,UG Science,Academic Writing
B.Sc Psychology,UG,UG Science,Communication Skills
B.Sc Psychology,UG,UG Science,Core Subject Studies
B.Sc Psychology,UG,UG Science,History / Theory of the Discipline
B.Sc Psychology,UG,UG Science,Indian Constitution
B.Sc Psychology,UG,UG Science,Indian Society & Culture
B.Sc Psychology,UG,UG Science,Research Methodology
B.Sc Psychology,UG,UG Science,Social Science Research
B.Sc Psychology,UG,UG Science,Statistics / Data Analysis
B.Sc Statistics,UG,UG Science,Design of Experiments
B.Sc Statistics,UG,UG Science,Multivariate Analysis
B.Sc Statistics,UG,UG Science,Operations Research
B.Sc Statistics,UG,UG Science,Probability Theory
B.Sc Statistics,UG,UG Science,Regression Analysis
B.Sc Statistics,UG,UG Science,Sampling Theory
B.Sc Statistics,UG,UG Science,Statistical Computing
B.Sc Statistics,UG,UG Science,Statistical Inference
B.Sc Statistics,UG,UG Science,Time Series Analysis
B.Sc Zoology,UG,UG Science,Biochemistry
B.Sc Zoology,UG,UG Science,Bioinformatics
B.Sc Zoology,UG,UG Science,Bioprocess Engineering
B.Sc Zoology,UG,UG Science,Biostatistics
B.Sc Zoology,UG,UG Science,Cell Biology
B.Sc Zoology,UG,UG Science,Ecology
B.Sc Zoology,UG,UG Science,Genetics
B.Sc Zoology,UG,UG Science,Immunology
B.Sc Zoology,UG,UG Science,Microbiology
B.Sc Zoology,UG,UG Science,Molecular Biology
